opportunity_id,account_id,account,seller_id,sales_agent,manager,regional_office,product_id,product,product_series,account_sector,account_country,deal_stage,engage_date,close_date,close_value,close_quarter,close_month,close_week_start,sales_cycle_days,purchase_type_observed
WU81R3XH,,,S020,Lajuana Vencill,Dustin Brinkmann,Central,P002,GTX Basic,GTX,,,Engaging,2017-07-31,,,,,,,
WUE92JFJ,A029,Gogozoom,S017,Jonathan Berthelot,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,telecommunications,United States,Won,2017-05-09,2017-05-16,1100,2017-Q2,2017-05,2017-05-15,7,Repeat observed purchase
WUGE2QUO,A071,Toughzap,S014,Gladys Colclough,Melvin Marxen,Central,P006,MG Advanced,MG,retail,United States,Lost,2017-04-07,2017-04-18,0,2017-Q2,2017-04,2017-04-17,11,
WUNMIJW9,,,S011,Elease Gluck,Celia Rouche,West,P006,MG Advanced,MG,,,Engaging,2017-03-02,,,,,,,
WUWOHRX2,A040,J-Texon,S021,Markita Hansen,Celia Rouche,West,P003,GTX Plus Basic,GTX,retail,United States,Won,2017-04-24,2017-04-29,788,2017-Q2,2017-04,2017-04-24,5,Repeat observed purchase
WUXGF870,A035,Hottechi,S035,Zane Levy,Summer Sewald,West,P004,GTX Plus Pro,GTX,technology,Korea,Lost,2017-05-14,2017-05-27,0,2017-Q2,2017-05,2017-05-22,13,
WV2OG7C3,A077,Xx-zobam,S008,Daniell Hammack,Rocco Neubert,East,P007,MG Special,MG,entertainment,United States,Lost,2017-08-30,2017-11-18,0,2017-Q4,2017-11,2017-11-13,80,
WV2YBM8V,,,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,,,Engaging,2017-09-30,,,,,,,
WV41OJHX,A025,Ganjaflex,S034,Wilburn Farren,Cara Losch,East,P006,MG Advanced,MG,retail,Japan,Won,2017-09-27,2017-10-03,3786,2017-Q4,2017-10,2017-10-02,6,Repeat observed purchase
WVG1CIHX,A048,Mathtouch,S028,Reed Clapper,Rocco Neubert,East,P004,GTX Plus Pro,GTX,marketing,Jordan,Won,2017-02-28,2017-06-03,6046,2017-Q2,2017-06,2017-05-29,95,Repeat observed purchase
WVJBVA61,A015,Domzoom,S006,Cecily Lampkin,Dustin Brinkmann,Central,P006,MG Advanced,MG,entertainment,United States,Won,2017-01-29,2017-03-21,3496,2017-Q1,2017-03,2017-03-20,51,Repeat observed purchase
WVKBXWA9,,,S030,Rosie Papadopoulos,Cara Losch,East,P006,MG Advanced,MG,,,Engaging,2017-09-19,,,,,,,
WVT3X6IC,,,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,,,Engaging,2017-07-27,,,,,,,
WW1WV7IT,A009,Cancity,S005,Cassey Cress,Rocco Neubert,East,P005,GTX Pro,GTX,retail,United States,Engaging,2017-03-31,,,,,,,
WW3NDCO2,A080,Zathunicon,S030,Rosie Papadopoulos,Cara Losch,East,P004,GTX Plus Pro,GTX,retail,United States,Won,2017-03-30,2017-04-08,4668,2017-Q2,2017-04,2017-04-03,9,Repeat observed purchase
WWCMITY9,A024,Funholding,S029,Rosalina Dieter,Celia Rouche,West,P005,GTX Pro,GTX,finance,United States,Engaging,2017-06-12,,,,,,,
WWOCI25Z,A038,Isdom,S020,Lajuana Vencill,Dustin Brinkmann,Central,P004,GTX Plus Pro,GTX,medical,United States,Lost,2017-07-19,2017-07-30,0,2017-Q3,2017-07,2017-07-24,11,
WWTJ5PNC,A008,Bubba Gump,S008,Daniell Hammack,Rocco Neubert,East,P007,MG Special,MG,software,United States,Won,2017-04-29,2017-05-04,60,2017-Q2,2017-05,2017-05-01,5,Repeat observed purchase
WX3CPDYD,A026,Gekko & Co,S028,Reed Clapper,Rocco Neubert,East,P005,GTX Pro,GTX,retail,United States,Won,2017-10-05,2017-12-31,4651,2017-Q4,2017-12,2017-12-25,87,Repeat observed purchase
WX546S1D,,,S022,Marty Freudenburg,Melvin Marxen,Central,P002,GTX Basic,GTX,,,Engaging,2017-07-27,,,,,,,
WX63AIMZ,A018,Dontechi,S006,Cecily Lampkin,Dustin Brinkmann,Central,P007,MG Special,MG,software,United States,Won,2017-06-08,2017-06-18,59,2017-Q2,2017-06,2017-06-12,10,Repeat observed purchase
WX8KQPCM,A082,Zoomit,S032,Vicki Laflamme,Celia Rouche,West,P002,GTX Basic,GTX,entertainment,United States,Won,2017-04-27,2017-05-15,573,2017-Q2,2017-05,2017-05-15,18,Repeat observed purchase
WXCEZ7JY,A013,Conecom,S025,Moses Frase,Dustin Brinkmann,Central,P002,GTX Basic,GTX,technology,United States,Won,2017-07-03,2017-09-06,376,2017-Q3,2017-09,2017-09-04,65,Repeat observed purchase
WXCW16QT,A005,Bioplex,S010,Donn Cantrell,Rocco Neubert,East,P004,GTX Plus Pro,GTX,medical,United States,Lost,2017-02-13,2017-06-02,0,2017-Q2,2017-06,2017-05-29,109,
WXOL5HTS,A051,Ontomedia,S013,Garret Kinder,Cara Losch,East,P004,GTX Plus Pro,GTX,employment,United States,Won,2017-10-31,2017-11-08,6818,2017-Q4,2017-11,2017-11-06,8,Repeat observed purchase
WXRWSVTT,A041,Kan-code,S013,Garret Kinder,Cara Losch,East,P002,GTX Basic,GTX,software,United States,Won,2017-05-20,2017-08-18,492,2017-Q3,2017-08,2017-08-14,90,Repeat observed purchase
WYS1XI44,A075,Warephase,S022,Marty Freudenburg,Melvin Marxen,Central,P007,MG Special,MG,services,United States,Won,2017-09-21,2017-09-27,68,2017-Q3,2017-09,2017-09-25,6,Repeat observed purchase
WZ3FJA3V,A045,Labdrill,S035,Zane Levy,Summer Sewald,West,P003,GTX Plus Basic,GTX,medical,United States,Engaging,2017-08-25,,,,,,,
WZKN6PO4,A023,Finjob,S021,Markita Hansen,Celia Rouche,West,P007,MG Special,MG,employment,United States,Won,2017-12-11,2017-12-21,53,2017-Q4,2017-12,2017-12-18,10,Repeat observed purchase
WZN26QZQ,A046,Lexiqvolax,S007,Corliss Cosme,Cara Losch,East,P004,GTX Plus Pro,GTX,medical,United States,Engaging,2017-08-27,,,,,,,
WZU2OHYU,A012,Condax,S007,Corliss Cosme,Cara Losch,East,P002,GTX Basic,GTX,medical,United States,Won,2017-02-03,2017-05-05,515,2017-Q2,2017-05,2017-05-01,91,Repeat observed purchase
WZVE1NTM,A060,Scotfind,S021,Markita Hansen,Celia Rouche,West,P007,MG Special,MG,software,United States,Lost,2017-02-11,2017-05-15,0,2017-Q2,2017-05,2017-05-15,93,
X19CKKZ1,A035,Hottechi,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,technology,Korea,Won,2017-07-24,2017-07-31,50,2017-Q3,2017-07,2017-07-31,7,Repeat observed purchase
X1D1HYMM,,,S016,James Ascencio,Summer Sewald,West,P004,GTX Plus Pro,GTX,,,Engaging,2017-02-25,,,,,,,
X1LAD57Y,A051,Ontomedia,S013,Garret Kinder,Cara Losch,East,P004,GTX Plus Pro,GTX,employment,United States,Lost,2017-02-15,2017-03-04,0,2017-Q1,2017-03,2017-02-27,17,
X1QNN2DG,A057,Rantouch,S016,James Ascencio,Summer Sewald,West,P002,GTX Basic,GTX,telecommunications,United States,Lost,2017-09-29,2017-10-08,0,2017-Q4,2017-10,2017-10-02,9,
X22G55Y5,A025,Ganjaflex,S030,Rosie Papadopoulos,Cara Losch,East,P004,GTX Plus Pro,GTX,retail,Japan,Won,2017-04-09,2017-06-18,5986,2017-Q2,2017-06,2017-06-12,70,Repeat observed purchase
X2EH33CU,A027,Genco Pura Olive Oil Company,S014,Gladys Colclough,Melvin Marxen,Central,P006,MG Advanced,MG,retail,Italy,Won,2017-07-11,2017-07-12,2878,2017-Q3,2017-07,2017-07-10,1,Repeat observed purchase
X2EXSMPR,A076,Xx-holding,S032,Vicki Laflamme,Celia Rouche,West,P002,GTX Basic,GTX,finance,United States,Won,2017-03-01,2017-03-08,523,2017-Q1,2017-03,2017-03-06,7,Repeat observed purchase
X2GXIKND,A035,Hottechi,S001,Anna Snelling,Dustin Brinkmann,Central,P004,GTX Plus Pro,GTX,technology,Korea,Won,2017-08-17,2017-11-22,5468,2017-Q4,2017-11,2017-11-20,97,Repeat observed purchase
X2I316HD,A085,dambase,S025,Moses Frase,Dustin Brinkmann,Central,P002,GTX Basic,GTX,marketing,United States,Won,2017-10-10,2017-12-29,523,2017-Q4,2017-12,2017-12-25,80,Repeat observed purchase
X2QRD0DC,A055,Plussunin,S013,Garret Kinder,Cara Losch,East,P005,GTX Pro,GTX,retail,United States,Won,2017-04-02,2017-04-09,4746,2017-Q2,2017-04,2017-04-03,7,Repeat observed purchase
X2REWR7J,,,S027,Niesha Huffines,Melvin Marxen,Central,P005,GTX Pro,GTX,,,Prospecting,,,,,,,,
X2ZONP2D,A003,Betatech,S025,Moses Frase,Dustin Brinkmann,Central,P004,GTX Plus Pro,GTX,medical,Kenya,Lost,2017-06-28,2017-08-24,0,2017-Q3,2017-08,2017-08-21,57,
X33HL9WS,,,S008,Daniell Hammack,Rocco Neubert,East,P003,GTX Plus Basic,GTX,,,Engaging,2017-07-28,,,,,,,
X3DSI0TQ,A028,Globex Corporation,S006,Cecily Lampkin,Dustin Brinkmann,Central,P004,GTX Plus Pro,GTX,technology,Norway,Lost,2017-11-01,2017-11-15,0,2017-Q4,2017-11,2017-11-13,14,
X3KQZM1K,,,S014,Gladys Colclough,Melvin Marxen,Central,P007,MG Special,MG,,,Prospecting,,,,,,,,
X3S5O9LJ,A015,Domzoom,S009,Darcel Schlecht,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,entertainment,United States,Won,2017-04-24,2017-04-29,5029,2017-Q2,2017-04,2017-04-24,5,Repeat observed purchase
X3ZSQCH8,A060,Scotfind,S018,Kami Bicknell,Summer Sewald,West,P002,GTX Basic,GTX,software,United States,Engaging,2017-02-10,,,,,,,
X46ZXX2S,A028,Globex Corporation,S017,Jonathan Berthelot,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,technology,Norway,Lost,2017-06-08,2017-08-11,0,2017-Q3,2017-08,2017-08-07,64,
X4ARE2PT,A018,Dontechi,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,software,United States,Won,2017-06-30,2017-07-01,53,2017-Q3,2017-07,2017-06-26,1,Repeat observed purchase
X4FW4JR1,,,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,,,Engaging,2017-05-15,,,,,,,
X4KAK55N,A068,Sumace,S034,Wilburn Farren,Cara Losch,East,P007,MG Special,MG,retail,Romania,Won,2017-10-15,2017-10-23,51,2017-Q4,2017-10,2017-10-23,8,Repeat observed purchase
X4LSK4OE,A072,Treequote,S009,Darcel Schlecht,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,telecommunications,United States,Won,2017-10-11,2017-11-03,6182,2017-Q4,2017-11,2017-10-30,23,Repeat observed purchase
X4THRRSJ,,,S009,Darcel Schlecht,Melvin Marxen,Central,P006,MG Advanced,MG,,,Prospecting,,,,,,,,
X4XN0M8A,A034,Hatfan,S019,Kary Hendrixson,Summer Sewald,West,P007,MG Special,MG,services,United States,Won,2017-12-14,2017-12-30,44,2017-Q4,2017-12,2017-12-25,16,Repeat observed purchase
X501NN9P,A056,Rangreen,S022,Marty Freudenburg,Melvin Marxen,Central,P005,GTX Pro,GTX,technology,Panama,Won,2017-04-10,2017-06-09,4413,2017-Q2,2017-06,2017-06-05,60,Repeat observed purchase
X56STCJP,A037,Inity,S031,Versie Hillebrand,Dustin Brinkmann,Central,P004,GTX Plus Pro,GTX,marketing,United States,Lost,2017-09-10,2017-09-30,0,2017-Q3,2017-09,2017-09-25,20,
X58FLJ8K,A046,Lexiqvolax,S016,James Ascencio,Summer Sewald,West,P004,GTX Plus Pro,GTX,medical,United States,Won,2017-05-24,2017-09-18,5190,2017-Q3,2017-09,2017-09-18,117,Repeat observed purchase
X5IZZ69D,A016,Doncon,S016,James Ascencio,Summer Sewald,West,P002,GTX Basic,GTX,technology,United States,Lost,2017-05-24,2017-06-20,0,2017-Q2,2017-06,2017-06-19,27,
X5YVW7O5,A073,Umbrella Corporation,S010,Donn Cantrell,Rocco Neubert,East,P004,GTX Plus Pro,GTX,finance,United States,Lost,2017-05-10,2017-05-17,0,2017-Q2,2017-05,2017-05-15,7,
X66G66ZA,A071,Toughzap,S009,Darcel Schlecht,Melvin Marxen,Central,P007,MG Special,MG,retail,United States,Won,2017-05-20,2017-08-18,56,2017-Q3,2017-08,2017-08-14,90,Repeat observed purchase
X69POZIN,A046,Lexiqvolax,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,medical,United States,Won,2017-01-25,2017-05-06,481,2017-Q2,2017-05,2017-05-01,101,Repeat observed purchase
X6GL64T5,A075,Warephase,S014,Gladys Colclough,Melvin Marxen,Central,P005,GTX Pro,GTX,services,United States,Won,2016-12-25,2017-03-25,4891,2017-Q1,2017-03,2017-03-20,90,Repeat observed purchase
X6LO8WPD,A028,Globex Corporation,S017,Jonathan Berthelot,Melvin Marxen,Central,P002,GTX Basic,GTX,technology,Norway,Won,2017-02-15,2017-05-28,505,2017-Q2,2017-05,2017-05-22,102,Repeat observed purchase
X6MHLE33,A026,Gekko & Co,S005,Cassey Cress,Rocco Neubert,East,P002,GTX Basic,GTX,retail,United States,Lost,2017-10-29,2017-11-12,0,2017-Q4,2017-11,2017-11-06,14,
X6NSKI7H,,,S005,Cassey Cress,Rocco Neubert,East,P002,GTX Basic,GTX,,,Engaging,2017-09-06,,,,,,,
X6RLT30X,A048,Mathtouch,S028,Reed Clapper,Rocco Neubert,East,P004,GTX Plus Pro,GTX,marketing,Jordan,Lost,2017-02-21,2017-05-23,0,2017-Q2,2017-05,2017-05-22,91,
X70BM5FO,A012,Condax,S001,Anna Snelling,Dustin Brinkmann,Central,P003,GTX Plus Basic,GTX,medical,United States,Won,2017-12-01,2017-12-22,1243,2017-Q4,2017-12,2017-12-18,21,Repeat observed purchase
X718EF6Y,A034,Hatfan,S015,Hayden Neloms,Celia Rouche,West,P006,MG Advanced,MG,services,United States,Won,2017-09-27,2017-10-04,2811,2017-Q4,2017-10,2017-10-02,7,Repeat observed purchase
X7DYUDEB,A012,Condax,S001,Anna Snelling,Dustin Brinkmann,Central,P007,MG Special,MG,medical,United States,Won,2017-08-23,2017-11-14,58,2017-Q4,2017-11,2017-11-13,83,Repeat observed purchase
X7FZMKZW,A022,Finhigh,S031,Versie Hillebrand,Dustin Brinkmann,Central,P003,GTX Plus Basic,GTX,finance,United States,Lost,2017-04-09,2017-04-21,0,2017-Q2,2017-04,2017-04-17,12,
X7HK448T,A024,Funholding,S020,Lajuana Vencill,Dustin Brinkmann,Central,P002,GTX Basic,GTX,finance,United States,Won,2017-03-04,2017-06-22,496,2017-Q2,2017-06,2017-06-19,110,Repeat observed purchase
X7J3O7TC,A014,Dalttechnology,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,software,United States,Lost,2017-07-04,2017-07-11,0,2017-Q3,2017-07,2017-07-10,7,
X7M4GO0J,A081,Zencorporation,S033,Violet Mclelland,Cara Losch,East,P003,GTX Plus Basic,GTX,technology,China,Won,2017-03-10,2017-06-28,1074,2017-Q2,2017-06,2017-06-26,110,Repeat observed purchase
X7MN9ROG,,,S032,Vicki Laflamme,Celia Rouche,West,P004,GTX Plus Pro,GTX,,,Engaging,2017-10-23,,,,,,,
X7V78ZY0,A060,Scotfind,S011,Elease Gluck,Celia Rouche,West,P007,MG Special,MG,software,United States,Won,2017-08-10,2017-08-16,49,2017-Q3,2017-08,2017-08-14,6,Repeat observed purchase
X7VUR49L,A002,Betasoloin,S010,Donn Cantrell,Rocco Neubert,East,P005,GTX Pro,GTX,medical,United States,Won,2017-09-17,2017-09-26,5763,2017-Q3,2017-09,2017-09-25,9,Repeat observed purchase
X8GGF9MG,A018,Dontechi,S029,Rosalina Dieter,Celia Rouche,West,P007,MG Special,MG,software,United States,Engaging,2017-04-12,,,,,,,
X8M3SCVF,,,S009,Darcel Schlecht,Melvin Marxen,Central,P002,GTX Basic,GTX,,,Engaging,2017-07-19,,,,,,,
X8P0Q1EU,A060,Scotfind,S023,Maureen Marcano,Summer Sewald,West,P007,MG Special,MG,software,United States,Won,2017-09-30,2017-12-06,59,2017-Q4,2017-12,2017-12-04,67,Repeat observed purchase
X8QV83G1,A011,Codehow,S001,Anna Snelling,Dustin Brinkmann,Central,P007,MG Special,MG,software,United States,Lost,2017-03-28,2017-04-08,0,2017-Q2,2017-04,2017-04-03,11,
X8T4XLTY,A061,Scottech,S009,Darcel Schlecht,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,marketing,United States,Won,2017-04-13,2017-04-23,1058,2017-Q2,2017-04,2017-04-17,10,Repeat observed purchase
X914SMX7,A027,Genco Pura Olive Oil Company,S009,Darcel Schlecht,Melvin Marxen,Central,P002,GTX Basic,GTX,retail,Italy,Won,2017-02-28,2017-06-22,516,2017-Q2,2017-06,2017-06-19,114,Repeat observed purchase
X96KGPI8,A066,Statholdings,S017,Jonathan Berthelot,Melvin Marxen,Central,P002,GTX Basic,GTX,employment,United States,Lost,2017-09-06,2017-11-19,0,2017-Q4,2017-11,2017-11-13,74,
X96MMTCI,A057,Rantouch,S015,Hayden Neloms,Celia Rouche,West,P003,GTX Plus Basic,GTX,telecommunications,United States,Won,2017-03-08,2017-06-16,1039,2017-Q2,2017-06,2017-06-12,100,Repeat observed purchase
X9BUD48V,A075,Warephase,S001,Anna Snelling,Dustin Brinkmann,Central,P002,GTX Basic,GTX,services,United States,Won,2017-04-07,2017-04-08,596,2017-Q2,2017-04,2017-04-03,1,Repeat observed purchase
X9HFP474,A018,Dontechi,S008,Daniell Hammack,Rocco Neubert,East,P002,GTX Basic,GTX,software,United States,Engaging,2017-07-12,,,,,,,
X9L0T199,,,S018,Kami Bicknell,Summer Sewald,West,P005,GTX Pro,GTX,,,Engaging,2017-08-18,,,,,,,
X9MTGVJZ,A069,Sunnamplex,S018,Kami Bicknell,Summer Sewald,West,P004,GTX Plus Pro,GTX,marketing,Poland,Lost,2017-11-08,2017-11-26,0,2017-Q4,2017-11,2017-11-20,18,
X9NUTLTR,,,S014,Gladys Colclough,Melvin Marxen,Central,P006,MG Advanced,MG,,,Prospecting,,,,,,,,
XA184CMW,A056,Rangreen,S022,Marty Freudenburg,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,technology,Panama,Won,2016-12-04,2017-03-16,5787,2017-Q1,2017-03,2017-03-13,102,Repeat observed purchase
XA4PGIHG,A068,Sumace,S007,Corliss Cosme,Cara Losch,East,P002,GTX Basic,GTX,retail,Romania,Lost,2017-05-13,2017-08-08,0,2017-Q3,2017-08,2017-08-07,87,
XAC1J3TF,,,S029,Rosalina Dieter,Celia Rouche,West,P006,MG Advanced,MG,,,Engaging,2017-05-15,,,,,,,
XAE858UJ,A067,Streethex,S017,Jonathan Berthelot,Melvin Marxen,Central,P002,GTX Basic,GTX,retail,Belgium,Won,2017-04-20,2017-06-30,628,2017-Q2,2017-06,2017-06-26,71,Repeat observed purchase
XAKK81WB,A064,Sonron,S011,Elease Gluck,Celia Rouche,West,P007,MG Special,MG,telecommunications,United States,Won,2017-11-29,2017-12-18,58,2017-Q4,2017-12,2017-12-18,19,Repeat observed purchase
XAR2VX09,A061,Scottech,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,marketing,United States,Lost,2017-07-04,2017-07-06,0,2017-Q3,2017-07,2017-07-03,2,
XARW0KTX,,,S014,Gladys Colclough,Melvin Marxen,Central,P005,GTX Pro,GTX,,,Prospecting,,,,,,,,
XAS0EL71,A077,Xx-zobam,S010,Donn Cantrell,Rocco Neubert,East,P006,MG Advanced,MG,entertainment,United States,Won,2017-09-06,2017-09-20,3206,2017-Q3,2017-09,2017-09-18,14,Repeat observed purchase
XB1ZV04H,,,S031,Versie Hillebrand,Dustin Brinkmann,Central,P002,GTX Basic,GTX,,,Engaging,2017-08-03,,,,,,,
XBFTCRLN,A065,Stanredtax,S009,Darcel Schlecht,Melvin Marxen,Central,P005,GTX Pro,GTX,finance,United States,Won,2017-03-26,2017-04-04,4820,2017-Q2,2017-04,2017-04-03,9,Repeat observed purchase
XBLA9VO6,A064,Sonron,S016,James Ascencio,Summer Sewald,West,P003,GTX Plus Basic,GTX,telecommunications,United States,Won,2017-04-07,2017-05-18,1103,2017-Q2,2017-05,2017-05-15,41,Repeat observed purchase
XBO6IN0E,A057,Rantouch,S021,Markita Hansen,Celia Rouche,West,P005,GTX Pro,GTX,telecommunications,United States,Lost,2017-07-19,2017-11-01,0,2017-Q4,2017-11,2017-10-30,105,
XBPJ6M4K,A022,Finhigh,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,finance,United States,Engaging,2017-08-31,,,,,,,
XBSZ29VJ,A063,Singletechno,S019,Kary Hendrixson,Summer Sewald,West,P003,GTX Plus Basic,GTX,retail,United States,Won,2017-04-01,2017-05-24,1110,2017-Q2,2017-05,2017-05-22,53,Repeat observed purchase
XBVFZ1IR,A009,Cancity,S014,Gladys Colclough,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,retail,United States,Won,2017-02-27,2017-06-24,1008,2017-Q2,2017-06,2017-06-19,117,Repeat observed purchase
XBYJ3NUR,A072,Treequote,S009,Darcel Schlecht,Melvin Marxen,Central,P007,MG Special,MG,telecommunications,United States,Won,2017-05-11,2017-05-20,60,2017-Q2,2017-05,2017-05-15,9,Repeat observed purchase
XC4LTIEO,A013,Conecom,S020,Lajuana Vencill,Dustin Brinkmann,Central,P002,GTX Basic,GTX,technology,United States,Lost,2017-01-10,2017-05-02,0,2017-Q2,2017-05,2017-05-01,112,
XCB9CPID,A067,Streethex,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,retail,Belgium,Won,2017-08-24,2017-12-09,56,2017-Q4,2017-12,2017-12-04,107,Repeat observed purchase
XCBKZWDX,A054,Plusstrip,S018,Kami Bicknell,Summer Sewald,West,P007,MG Special,MG,entertainment,United States,Lost,2017-03-31,2017-06-20,0,2017-Q2,2017-06,2017-06-19,81,
XCC1C1GG,A065,Stanredtax,S014,Gladys Colclough,Melvin Marxen,Central,P002,GTX Basic,GTX,finance,United States,Won,2017-03-25,2017-04-03,503,2017-Q2,2017-04,2017-04-03,9,Repeat observed purchase
XCGW5K0N,A062,Silis,S033,Violet Mclelland,Cara Losch,East,P002,GTX Basic,GTX,medical,United States,Won,2017-06-02,2017-09-12,572,2017-Q3,2017-09,2017-09-11,102,Repeat observed purchase
XD6R8R5B,A035,Hottechi,S015,Hayden Neloms,Celia Rouche,West,P006,MG Advanced,MG,technology,Korea,Won,2017-05-16,2017-05-30,3153,2017-Q2,2017-05,2017-05-29,14,Repeat observed purchase
XDECB9X2,,,S032,Vicki Laflamme,Celia Rouche,West,P002,GTX Basic,GTX,,,Engaging,2017-04-07,,,,,,,
XDLQ71X4,A078,Y-corporation,S018,Kami Bicknell,Summer Sewald,West,P003,GTX Plus Basic,GTX,employment,United States,Lost,2017-02-06,2017-05-22,0,2017-Q2,2017-05,2017-05-22,105,
XE0H6MOP,A035,Hottechi,S023,Maureen Marcano,Summer Sewald,West,P002,GTX Basic,GTX,technology,Korea,Won,2017-08-12,2017-09-22,559,2017-Q3,2017-09,2017-09-18,41,Repeat observed purchase
XE84LNAS,A033,Groovestreet,S032,Vicki Laflamme,Celia Rouche,West,P005,GTX Pro,GTX,retail,United States,Won,2017-04-25,2017-05-22,4364,2017-Q2,2017-05,2017-05-22,27,Repeat observed purchase
XEP9GSSY,A085,dambase,S017,Jonathan Berthelot,Melvin Marxen,Central,P002,GTX Basic,GTX,marketing,United States,Lost,2017-04-05,2017-08-07,0,2017-Q3,2017-08,2017-08-07,124,
XETF5BVH,A023,Finjob,S009,Darcel Schlecht,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,employment,United States,Prospecting,,,,,,,,
XETHS437,A059,Rundofase,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,technology,United States,Won,2017-09-09,2017-12-07,53,2017-Q4,2017-12,2017-12-04,89,Repeat observed purchase
XF4648CO,A041,Kan-code,S002,Boris Faz,Rocco Neubert,East,P002,GTX Basic,GTX,software,United States,Lost,2017-02-23,2017-06-16,0,2017-Q2,2017-06,2017-06-12,113,
XF54BYUH,A027,Genco Pura Olive Oil Company,S025,Moses Frase,Dustin Brinkmann,Central,P004,GTX Plus Pro,GTX,retail,Italy,Won,2017-12-01,2017-12-09,5619,2017-Q4,2017-12,2017-12-04,8,Repeat observed purchase
XFB1VXQY,,,S023,Maureen Marcano,Summer Sewald,West,P006,MG Advanced,MG,,,Engaging,2017-03-25,,,,,,,
XFCKQ7RI,,,S009,Darcel Schlecht,Melvin Marxen,Central,P006,MG Advanced,MG,,,Engaging,2017-07-25,,,,,,,
XFFFWJQH,A026,Gekko & Co,S033,Violet Mclelland,Cara Losch,East,P007,MG Special,MG,retail,United States,Lost,2017-06-14,2017-08-20,0,2017-Q3,2017-08,2017-08-14,67,
XFNYWN7B,A076,Xx-holding,S019,Kary Hendrixson,Summer Sewald,West,P003,GTX Plus Basic,GTX,finance,United States,Won,2017-10-15,2017-10-16,868,2017-Q4,2017-10,2017-10-16,1,Repeat observed purchase
XGD6BFD6,A077,Xx-zobam,S030,Rosie Papadopoulos,Cara Losch,East,P005,GTX Pro,GTX,entertainment,United States,Won,2017-04-08,2017-04-09,5217,2017-Q2,2017-04,2017-04-03,1,Repeat observed purchase
XGHMOHYQ,,,S020,Lajuana Vencill,Dustin Brinkmann,Central,P002,GTX Basic,GTX,,,Engaging,2017-08-15,,,,,,,
XGLMCTLG,A059,Rundofase,S025,Moses Frase,Dustin Brinkmann,Central,P002,GTX Basic,GTX,technology,United States,Won,2017-02-21,2017-06-18,551,2017-Q2,2017-06,2017-06-12,117,Repeat observed purchase
XGMMHWZC,A015,Domzoom,S025,Moses Frase,Dustin Brinkmann,Central,P002,GTX Basic,GTX,entertainment,United States,Won,2017-07-04,2017-09-25,475,2017-Q3,2017-09,2017-09-25,83,Repeat observed purchase
XGMTNND1,,,S009,Darcel Schlecht,Melvin Marxen,Central,P005,GTX Pro,GTX,,,Prospecting,,,,,,,,
XH01XH1F,A041,Kan-code,S013,Garret Kinder,Cara Losch,East,P005,GTX Pro,GTX,software,United States,Lost,2017-05-10,2017-08-24,0,2017-Q3,2017-08,2017-08-21,106,
XH69FGJJ,A072,Treequote,S027,Niesha Huffines,Melvin Marxen,Central,P002,GTX Basic,GTX,telecommunications,United States,Won,2017-09-16,2017-11-19,637,2017-Q4,2017-11,2017-11-13,64,Repeat observed purchase
XHDAW1SQ,A079,Yearin,S033,Violet Mclelland,Cara Losch,East,P002,GTX Basic,GTX,retail,United States,Won,2017-08-23,2017-12-21,576,2017-Q4,2017-12,2017-12-18,120,Repeat observed purchase
XHHJ48MJ,A078,Y-corporation,S018,Kami Bicknell,Summer Sewald,West,P002,GTX Basic,GTX,employment,United States,Won,2017-01-17,2017-03-14,607,2017-Q1,2017-03,2017-03-13,56,Repeat observed purchase
XIKWT7HM,A022,Finhigh,S022,Marty Freudenburg,Melvin Marxen,Central,P007,MG Special,MG,finance,United States,Won,2017-03-24,2017-03-26,48,2017-Q1,2017-03,2017-03-20,2,Repeat observed purchase
XIWKGJOW,A031,Goodsilron,S032,Vicki Laflamme,Celia Rouche,West,P005,GTX Pro,GTX,marketing,United States,Won,2017-03-01,2017-03-09,4445,2017-Q1,2017-03,2017-03-06,8,Repeat observed purchase
XIXNILOP,A022,Finhigh,S022,Marty Freudenburg,Melvin Marxen,Central,P007,MG Special,MG,finance,United States,Won,2017-04-20,2017-04-28,64,2017-Q2,2017-04,2017-04-24,8,Repeat observed purchase
